Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
%Apop:BT549:C+H,0.052885,0.054502,0.071371,0.120385,0.181743,0.311377,0.484663,0.617569,0.675182,0.725295,0.745358,0.763525,0.785778,0.79568,0.808244,0.836036,0.861624,0.86629,0.891304,0.89924,0.925144,0.928166,0.942125,0.958569,0.957447,0.969201
%Apop:BT549:CH+SH,0.0518,0.051724,0.083948,0.148776,0.250497,0.380906,0.478942,0.535961,0.59623,0.641791,0.685828,0.732733,0.775844,0.827979,0.864198,0.9,0.92418,0.950749,0.966702,0.970999,0.969892,0.978046,0.981502,0.987027,0.989083,0.991342
%Apop:BT549:CH+MLN,0.04428,0.045666,0.083333,0.148636,0.217517,0.345309,0.506148,0.596509,0.662851,0.660377,0.686475,0.715177,0.741237,0.759875,0.783868,0.81405,0.84575,0.877083,0.899683,0.914916,0.927802,0.944444,0.95279,0.96905,0.963441,0.973002
%Apop:BT549:CH+Lap,0.052679,0.049689,0.063507,0.130644,0.221778,0.304129,0.46281,0.584008,0.683281,0.741251,0.767368,0.777663,0.791883,0.806889,0.828059,0.843552,0.854584,0.875403,0.898378,0.914502,0.930661,0.94354,0.950054,0.959703,0.968478,0.971739
%Apop:BT549:C+MLN+SH,0.056239,0.049912,0.085125,0.170074,0.280112,0.423495,0.537718,0.632039,0.66954,0.692455,0.735465,0.765504,0.809432,0.849602,0.880788,0.899805,0.917331,0.925197,0.938675,0.956088,0.971774,0.97994,0.988945,0.994939,0.997,0.996951
%Apop:BT549:CH+PX,0.052504,0.056406,0.080431,0.116299,0.175871,0.293027,0.472597,0.591119,0.65625,0.705882,0.746269,0.75,0.77018,0.796935,0.83428,0.842803,0.859168,0.871278,0.888996,0.906524,0.92657,0.939306,0.961278,0.967086,0.970297,0.977451
%Apop:BT549:Pax,0.058669,0.056868,0.085052,0.11512,0.141501,0.164797,0.161068,0.165523,0.152679,0.165031,0.152679,0.152692,0.137599,0.154374,0.167093,0.163511,0.16852,0.175958,0.176672,0.173838,0.19198,0.193766,0.202874,0.199482,0.192275,0.207563
%Apop:BT549:C+Pax,0.055985,0.062382,0.078201,0.097421,0.13085,0.179612,0.241345,0.358149,0.494867,0.615707,0.726115,0.791889,0.809626,0.812634,0.830329,0.840982,0.861111,0.880927,0.888889,0.9,0.909862,0.924548,0.929862,0.95037,0.960554,0.972914
%Apop:BT549:H+Pax,0.043307,0.048571,0.079179,0.142292,0.189084,0.251236,0.280855,0.322741,0.359026,0.371808,0.41805,0.446483,0.493684,0.531686,0.57754,0.603467,0.63065,0.66886,0.707506,0.734716,0.748359,0.769561,0.785088,0.811816,0.823721,0.844127
%Apop:BT549:CH+Pax,0.051411,0.055165,0.081984,0.118782,0.183861,0.282586,0.442658,0.566955,0.64859,0.680301,0.71474,0.724839,0.768898,0.786408,0.809267,0.828383,0.839168,0.851485,0.878393,0.898249,0.918033,0.937908,0.948521,0.955142,0.963374,0.966443
%Apop:BT474:Untreat,0.096868,0.092603,0.11507,0.133257,0.1463,0.155844,0.165832,0.170213,0.172619,0.178218,0.178844,0.187329,0.182967,0.197838,0.211378,0.215884,0.220252,0.234118,0.235119,0.253445,0.258364,0.273955,0.27792,0.290752,0.299932,0.29275
%Apop:BT474:HO,0.071429,0.078745,0.082435,0.092558,0.11227,0.110979,0.119764,0.131673,0.137647,0.156306,0.148127,0.165083,0.18631,0.214075,0.256456,0.289331,0.339541,0.382925,0.419593,0.456522,0.5,0.538128,0.591646,0.6,0.643949,0.7
%Apop:BT474:MLN+SH,0.098152,0.103839,0.068483,0.090587,0.099226,0.099247,0.108579,0.126253,0.138111,0.134788,0.154341,0.165816,0.178244,0.194573,0.211371,0.243537,0.278201,0.312678,0.354839,0.394366,0.442136,0.471569,0.487259,0.553991,0.59098,0.617284
%Apop:BT474:HO+MLN+SH,0.095425,0.100584,0.070214,0.072833,0.081851,0.098097,0.12083,0.14326,0.161878,0.176553,0.198887,0.227368,0.277186,0.322466,0.354348,0.395726,0.441529,0.507749,0.571118,0.627119,0.670103,0.718382,0.781792,0.805556,0.865153,0.888725
%Apop:BT474:Cry,0.088791,0.095602,0.075148,0.083278,0.095013,0.13117,0.158429,0.208593,0.279235,0.361671,0.421739,0.485775,0.55477,0.617111,0.696716,0.774105,0.860606,0.916501,0.957364,0.978488,0.990391,0.99336,0.996099,0.998039,0.996732,0.99934
%Apop:BT474:C+H,0.095881,0.092166,0.052918,0.083808,0.12618,0.212373,0.323557,0.43619,0.50892,0.584559,0.659381,0.736224,0.838599,0.887231,0.930622,0.945372,0.967189,0.979836,0.989067,0.993464,0.996413,0.99712,0.997834,0.997829,0.997868,0.998555
%Apop:BT474:CH+SH,0.091749,0.094017,0.092827,0.107771,0.158431,0.232978,0.376124,0.546457,0.703593,0.831587,0.885865,0.919912,0.951429,0.966572,0.975124,0.983205,0.987595,0.991736,0.995859,0.997213,0.997932,0.997253,0.998583,0.996506,0.996461,0.996521
%Apop:BT474:CH+MLN,0.091275,0.096011,0.110795,0.121915,0.163282,0.237069,0.329268,0.40708,0.501326,0.577123,0.670017,0.750828,0.812097,0.899061,0.936122,0.960595,0.971554,0.98538,0.991531,0.994342,0.995084,0.995754,0.997209,0.996501,0.997213,0.997205
%Apop:BT474:CH+Lap,0.105832,0.103821,0.0978,0.110076,0.163934,0.234612,0.342567,0.432781,0.521179,0.58364,0.645219,0.734835,0.801184,0.846028,0.892633,0.918919,0.948659,0.964688,0.975,0.983824,0.987379,0.990545,0.992642,0.995532,0.996332,0.997828
%Apop:BT474:C+MLN+SH,0.085714,0.082818,0.057534,0.060924,0.091642,0.126562,0.21521,0.33141,0.457389,0.652968,0.793103,0.888967,0.930986,0.964937,0.976839,0.98916,0.993266,0.994677,0.997347,0.998669,0.999324,0.999327,0.998666,0.99865,0.99864,0.998646
%Apop:BT474:CH+PX,0.093623,0.105159,0.065828,0.073359,0.107404,0.183333,0.29523,0.4181,0.510426,0.597309,0.677003,0.756915,0.835068,0.899525,0.940541,0.962378,0.974007,0.989721,0.994354,0.996461,0.997197,0.997911,0.999302,1,1,0.999302
%Apop:BT474:Pax,0.1,0.104141,0.128292,0.155007,0.184466,0.203997,0.210807,0.226783,0.228899,0.240631,0.261714,0.2668,0.277288,0.28769,0.304536,0.331614,0.337455,0.37802,0.410117,0.427861,0.428571,0.454852,0.453812,0.460526,0.49241,0.51731
%Apop:BT474:C+Pax,0.085079,0.094278,0.101507,0.107535,0.132045,0.152709,0.181364,0.217176,0.259655,0.330213,0.398666,0.474031,0.534637,0.634755,0.730032,0.798046,0.878357,0.930876,0.960516,0.974963,0.992565,0.995552,0.997133,0.997832,0.997849,0.997143
%Apop:BT474:H+Pax,0.113031,0.113653,0.094088,0.104382,0.118565,0.148722,0.16821,0.176958,0.190512,0.192509,0.213224,0.234904,0.262454,0.294206,0.320581,0.347484,0.383648,0.418994,0.455502,0.511057,0.561116,0.592105,0.635168,0.652245,0.71344,0.745915
%Apop:BT474:CH+Pax,0.104167,0.104934,0.099225,0.112421,0.161741,0.233668,0.333051,0.426117,0.494932,0.575885,0.640833,0.711314,0.802233,0.857033,0.909363,0.94032,0.959683,0.978464,0.986648,0.99245,0.991684,0.995125,0.996521,0.99653,0.995825,0.997232
